y_true,y_pred
47,34
40,84
30,22
19,65
58,43
43,70
24,31
26,42
53,19
38,21
28,51
38,40
58,45
33,81
66,37
30,23
18,26
35,46
61,67
74,69
46,56
56,28
28,43
37,29
37,31
28,69
26,44
24,32
70,57
47,41
69,40
24,57
31,35
28,39
51,31
49,44
34,90
29,45
48,27
40,62
50,71
39,59
25,55
30,33
28,76
56,19
37,78
34,42
32,88
28,79
27,23
33,53
52,84
24,27
35,36
35,39
39,25
19,32
59,79
25,26
26,55
32,49
44,38
58,81
29,42
38,35
39,24
33,17
36,64
37,50
24,18
35,31
24,70
35,30
57,43
25,18
22,49
30,64
52,19
72,69
38,50
48,30
58,30
49,21
41,30
29,33
23,42
51,76
46,26
43,59
53,83
26,69
44,67
73,79
40,29
22,57
59,39
24,19
51,38
37,31
54,64
68,63
25,65
26,52
31,45
29,53
51,55
41,59
28,26
30,48
24,20
43,41
30,44
28,64
27,26
64,62
20,18
37,46
31,21
47,47
52,81
44,73
30,80
51,27
24,56
40,42
18,17
40,28
37,26
23,72
19,28
69,90
26,76
46,72
31,31
65,90
39,28
44,54
35,63
75,40
52,54
66,59
34,39
61,60
41,45
39,27
27,65
66,67
33,62
57,71
35,29
42,29
48,46
40,67
30,44
32,67
35,75
23,41
59,69
26,42
28,81
26,36
31,52
34,79
25,63
38,39
49,67
52,76
19,25
42,29
47,58
22,29
49,46
25,21
75,60
52,51
45,44
32,20
37,27
32,17
30,70
49,88
27,25
47,37
57,55
33,31
31,29
21,31
23,74
61,42
28,32
43,46
49,36
45,69
50,34
23,37
76,42
32,51
43,19
50,32
50,44
40,48
22,57
33,21
24,75
21,21
30,19
46,51
28,31
41,47
17,18
68,58
27,38
40,31
22,22
40,21
17,17
52,40
54,55
54,46
40,47
45,65
19,18
29,32
40,26
34,44
52,49
53,35
56,38
39,38
22,29
54,33
62,45
41,25
33,18
65,79
84,53
17,17
32,74
57,19
38,46
25,48
42,63
40,22
68,17
25,21
35,46
35,35
50,39
30,33
30,42
46,60
27,51
51,19
39,75
43,23
29,35
46,50
36,66
63,38
23,41
17,17
32,53
44,47
37,80
32,65
48,53
35,42
42,32
53,62
42,34
40,41
30,57
30,22
42,78
58,74
37,33
20,20
52,62
29,47
25,53
53,42
49,37
51,33
42,22
27,72
30,84
50,56
21,49
49,61
59,48
29,80
57,41
61,51
35,69
38,60
45,74
18,17
27,43
39,79
42,36
29,48
65,41
30,76
30,17
61,66
33,43
42,30
34,66
22,25
69,73
41,35
31,77
48,39
52,78
31,31
18,73
62,77
52,29
41,31
34,64
74,53
37,29
34,20
27,25
49,27
43,35
36,47
55,84
45,47
67,23
24,71
30,22
51,58
26,23
39,60
29,40
42,46
37,57
59,36
41,47
64,41
42,63
26,25
21,49
39,51
47,49
22,81
36,20
46,77
38,28
53,31
22,82
51,82
42,66
64,90
42,52
57,41
29,61
28,49
68,43
28,38
18,21
65,71
35,60
45,30
31,87
51,62
39,48
20,57
48,29
49,26
26,55
28,23
37,41
54,58
37,75
21,53
27,47
53,40
47,52
28,33
39,43
63,34
