y_true,y_pred
47,38
40,34
30,30
19,32
58,31
43,25
24,35
26,36
53,67
38,50
28,34
38,42
58,52
33,33
66,26
30,35
18,31
35,38
61,35
74,43
46,33
56,36
28,31
37,30
37,23
28,38
26,47
24,34
70,23
47,36
69,33
24,38
31,37
28,39
51,40
49,23
34,33
29,39
48,40
40,38
50,41
39,25
25,31
30,23
28,17
56,33
37,35
34,30
32,33
28,34
27,36
33,19
52,37
24,28
35,38
35,33
39,39
19,41
59,33
25,31
26,36
32,23
44,38
58,27
29,31
38,25
39,33
33,25
36,40
37,31
24,33
35,30
24,24
35,46
57,34
25,55
22,35
30,34
52,31
72,34
38,33
48,35
58,34
49,33
41,26
29,33
23,33
51,33
46,33
43,31
53,35
26,23
44,31
73,17
40,33
22,64
59,33
24,23
51,41
37,36
54,37
68,40
25,31
26,31
31,22
29,34
51,42
41,38
28,34
30,36
24,25
43,33
30,29
28,19
27,31
64,38
20,33
37,21
31,36
47,33
52,33
44,20
30,33
51,42
24,25
40,37
18,19
40,32
37,25
23,24
19,38
69,34
26,33
46,30
31,31
65,25
39,34
44,31
35,23
75,34
52,59
66,29
34,34
61,36
41,35
39,23
27,35
66,28
33,36
57,31
35,23
42,34
48,45
40,33
30,35
32,83
35,37
23,31
59,21
26,24
28,68
26,32
31,38
34,36
25,33
38,34
49,36
52,36
19,20
42,31
47,35
22,31
49,31
25,36
75,36
52,37
45,34
32,36
37,45
32,40
30,36
49,18
27,30
47,36
57,38
33,33
31,26
21,23
23,59
61,41
28,17
43,44
49,23
45,23
50,87
23,22
76,23
32,38
43,35
50,33
50,34
40,37
22,36
33,33
24,31
21,23
30,23
46,34
28,31
41,31
17,36
68,33
27,36
40,38
22,23
40,33
17,21
52,34
54,36
54,38
40,36
45,32
19,25
29,31
40,21
34,32
52,33
53,26
56,33
39,34
22,33
54,20
62,34
41,40
33,31
65,33
84,42
17,21
32,34
57,23
38,33
25,33
42,31
40,28
68,33
25,38
35,19
35,36
50,34
30,36
30,25
46,32
27,34
51,36
39,32
43,43
29,23
46,33
36,31
63,35
23,31
17,33
32,30
44,33
37,30
32,42
48,32
35,38
42,18
53,35
42,36
40,20
30,44
30,33
42,31
58,39
37,41
20,36
52,44
29,33
25,20
53,28
49,36
51,37
42,51
27,24
30,23
50,33
21,36
49,24
59,41
29,29
57,35
61,35
35,38
38,26
45,34
18,36
27,32
39,36
42,45
29,35
65,41
30,23
30,36
61,31
33,37
42,32
34,36
22,18
69,19
41,33
31,32
48,23
52,19
31,30
18,20
62,38
52,45
41,36
34,38
74,34
37,23
34,36
27,34
49,23
43,38
36,46
55,42
45,23
67,29
24,36
30,18
51,20
26,25
39,35
29,28
42,35
37,23
59,28
41,34
64,42
42,35
26,31
21,25
39,37
47,33
22,23
36,34
46,36
38,23
53,34
22,31
51,34
42,33
64,36
42,49
57,41
29,28
28,32
68,25
28,34
18,33
65,41
35,33
45,38
31,33
51,23
39,38
20,32
48,34
49,38
26,23
28,22
37,67
54,38
37,63
21,34
27,33
53,29
47,45
28,24
39,36
63,38
36,19
37,32
34,35
19,37
36,39
35,35
60,37
34,32
34,31
37,23
36,33
41,46
30,25
45,32
42,33
19,37
52,27
29,35
34,33
30,33
20,30
52,33
33,31
38,36
37,37
24,22
34,36
25,33
36,25
38,37
29,23
72,41
38,38
75,37
42,18
21,23
27,21
53,36
19,34
30,34
67,37
25,31
49,37
18,23
21,23
36,31
27,39
21,34
37,37
20,25
17,22
18,40
32,43
62,31
33,23
39,38
36,23
51,32
33,34
21,23
69,43
49,36
67,26
28,29
19,23
56,56
45,34
38,40
