y_true,y_pred
47,41
40,40
30,28
19,33
58,24
43,33
24,36
26,34
53,62
38,30
28,36
38,28
58,57
33,43
66,24
30,41
18,21
35,34
61,35
74,41
46,36
56,43
28,33
37,32
37,31
28,33
26,42
24,25
70,23
47,41
69,23
24,33
31,26
28,27
51,31
49,36
34,34
29,35
48,34
40,36
50,31
39,36
25,31
30,38
28,57
56,36
37,33
34,32
32,31
28,35
27,20
33,33
52,18
24,31
35,31
35,41
39,39
19,36
59,31
25,33
26,31
32,20
44,24
58,34
29,34
38,34
39,20
33,28
36,35
37,27
24,34
35,34
24,25
35,58
57,38
25,25
22,23
30,25
52,36
72,21
38,35
48,33
58,35
49,31
41,34
29,31
23,49
51,33
46,34
43,33
53,31
26,35
44,23
73,17
40,37
22,57
59,36
24,23
51,38
37,31
54,32
68,29
25,24
26,33
31,23
29,23
51,43
41,38
28,34
30,32
24,32
43,34
30,84
28,29
27,38
64,39
20,34
37,23
31,36
47,33
52,33
44,38
30,18
51,27
24,25
40,35
18,20
40,45
37,34
23,31
19,25
69,27
26,36
46,35
31,34
65,34
39,47
44,34
35,25
75,33
52,64
66,23
34,23
61,21
41,23
39,36
27,36
66,24
33,41
57,29
35,31
42,36
48,56
40,31
30,37
32,80
35,31
23,20
59,57
26,24
28,57
26,30
31,36
34,30
25,38
38,31
49,38
52,34
19,20
42,31
47,33
22,43
49,35
25,38
75,36
52,36
45,33
32,25
37,46
32,36
30,23
49,21
27,31
47,33
57,28
33,33
31,23
21,23
23,88
61,33
28,17
43,33
49,36
45,36
50,25
23,33
76,23
32,34
43,35
50,28
50,34
40,31
22,36
33,23
24,23
21,31
30,23
46,40
28,33
41,31
17,21
68,31
27,33
40,33
22,23
40,40
17,20
52,33
54,35
54,30
40,23
45,31
19,32
29,33
40,32
34,30
52,25
53,37
56,31
39,36
22,28
54,35
62,35
41,33
33,36
65,34
84,32
17,37
32,26
57,38
38,33
25,36
42,40
40,17
68,35
25,33
35,43
35,27
50,34
30,33
30,34
46,37
27,33
51,29
39,31
43,35
29,28
46,33
36,38
63,33
23,34
17,23
32,37
44,32
37,35
32,36
48,19
35,37
42,18
53,36
42,17
40,23
30,35
30,25
42,33
58,23
37,35
20,33
52,43
29,34
25,18
53,32
49,37
51,33
42,29
27,34
30,33
50,32
21,23
49,24
59,43
29,27
57,38
61,45
35,31
38,33
45,31
18,22
27,29
39,36
42,40
29,35
65,36
30,35
30,38
61,31
33,37
42,36
34,43
22,24
69,34
41,30
31,26
48,23
52,51
31,34
18,40
62,34
52,38
41,36
34,23
74,42
37,23
34,31
27,35
49,36
43,33
36,41
55,46
45,32
67,24
24,36
30,20
51,85
26,25
39,36
29,31
42,35
37,51
59,35
41,36
64,38
42,35
26,43
21,38
39,23
47,35
22,25
36,28
46,35
38,31
53,28
22,37
51,34
42,34
64,31
42,40
57,47
29,23
28,37
68,39
28,38
18,23
65,39
35,34
45,37
31,41
51,35
39,38
20,36
48,87
49,41
26,31
28,22
37,20
54,33
37,48
21,21
27,37
53,38
47,39
28,25
39,38
63,35
36,19
37,31
34,34
19,25
36,43
35,41
60,36
34,35
34,25
37,40
36,31
41,37
30,35
45,31
42,31
19,28
52,31
29,31
34,31
30,40
20,36
52,34
33,40
38,33
37,42
24,23
34,37
25,33
36,36
38,30
29,33
72,32
38,35
75,36
42,18
21,35
27,19
53,31
19,23
30,31
67,17
25,19
49,41
18,22
21,30
36,36
27,38
21,35
37,29
20,23
17,22
18,36
32,71
62,35
33,23
39,38
36,28
51,31
33,33
21,27
69,40
49,31
67,23
28,34
19,23
56,17
45,31
38,44
43,38
44,22
38,35
26,23
31,31
37,36
32,25
27,28
50,37
31,31
42,35
52,43
36,40
36,45
45,37
32,26
19,20
50,30
60,17
28,36
23,23
18,23
46,35
22,42
51,36
21,23
35,24
48,31
18,22
39,62
25,29
34,23
44,36
24,31
20,23
36,34
31,36
62,36
25,31
21,33
31,39
20,23
48,35
54,36
72,31
23,42
44,33
44,38
25,23
33,17
53,23
46,32
38,33
67,38
24,23
36,25
42,37
45,34
24,33
54,37
47,23
39,24
42,37
34,32
24,37
32,33
40,34
44,36
44,26
21,23
38,33
28,34
32,31
29,32
41,40
37,40
19,23
37,35
45,43
57,44
37,42
48,37
33,87
41,36
32,38
19,23
60,25
44,34
39,36
50,35
52,31
73,27
23,41
36,27
33,33
28,23
40,29
48,36
41,40
35,31
28,35
57,32
36,23
20,20
21,23
24,38
32,46
21,29
54,31
26,26
39,31
38,33
26,36
46,33
36,24
42,25
19,33
27,31
57,41
19,33
42,38
26,25
23,31
57,34
21,34
26,33
21,35
31,29
57,42
27,34
37,31
35,23
50,25
28,23
34,37
26,40
51,21
31,31
43,31
34,31
30,23
34,22
45,36
22,20
27,23
54,29
20,33
31,35
32,46
24,23
17,18
29,32
36,23
17,33
21,31
19,33
22,35
51,25
37,23
21,23
22,35
56,38
33,40
41,34
34,32
51,31
35,41
34,33
22,27
47,28
25,17
33,27
47,23
36,41
52,42
55,19
38,33
33,29
39,31
32,38
53,43
60,36
47,25
40,33
32,36
32,35
19,31
28,23
28,23
20,23
33,29
43,37
32,34
26,23
32,29
47,33
73,31
39,23
37,33
47,69
35,36
58,36
47,31
53,17
60,36
43,31
43,31
18,35
20,20
39,21
21,33
33,36
56,46
24,23
40,33
41,36
70,40
26,33
60,31
28,23
23,42
75,41
22,25
52,35
30,23
56,46
30,36
43,31
50,41
34,63
29,36
39,28
21,23
45,28
48,36
57,29
34,31
42,24
74,23
38,29
20,34
40,28
27,36
51,33
28,23
49,21
29,30
33,31
51,41
38,28
46,37
56,36
52,22
56,35
54,26
46,27
27,34
46,25
30,21
60,37
36,32
33,37
46,37
39,24
49,17
32,38
31,36
72,36
49,23
38,42
29,33
40,41
33,31
43,33
29,36
52,44
49,33
31,32
52,36
45,29
46,42
64,38
52,33
31,35
25,37
34,43
43,38
29,24
25,39
25,23
26,33
35,43
17,31
52,33
55,35
42,33
40,35
30,18
20,33
72,36
30,40
58,34
36,49
73,36
46,33
31,36
61,32
35,34
36,20
39,35
45,36
52,35
34,23
54,33
50,33
47,36
39,23
43,33
25,23
20,23
25,23
29,31
27,64
53,42
30,31
51,37
38,35
24,38
29,87
49,35
22,23
35,75
35,28
22,20
36,38
25,23
42,33
50,34
54,36
24,25
22,42
38,55
34,48
21,23
38,33
40,33
54,23
48,30
33,35
21,27
23,69
27,37
40,33
54,60
18,36
46,36
46,31
53,46
46,30
36,24
56,35
34,34
62,31
33,36
46,36
44,38
22,23
28,74
40,33
40,34
23,23
41,31
36,45
47,31
28,39
44,19
59,30
32,36
37,42
43,23
49,33
54,23
27,23
64,36
33,66
25,33
26,36
29,33
36,33
57,22
51,23
49,38
38,42
31,38
33,23
32,35
63,32
50,31
64,35
52,34
43,35
55,36
32,38
31,40
39,36
49,25
41,36
37,31
33,37
32,43
18,20
53,39
21,24
42,33
61,33
34,31
20,23
21,38
22,33
61,49
31,33
47,79
32,31
42,36
26,23
44,25
32,36
58,36
45,35
43,35
39,36
20,34
55,34
34,35
43,23
40,36
42,25
47,38
45,48
25,25
60,37
40,21
29,26
44,22
21,57
21,32
22,20
25,61
31,23
28,27
26,53
21,23
31,41
25,32
44,37
48,45
52,23
40,35
38,41
36,36
20,23
34,41
43,38
18,23
37,38
30,35
59,43
21,30
51,33
23,23
49,41
42,37
34,36
58,30
45,21
29,23
58,36
49,39
29,38
46,77
57,17
65,31
47,40
37,23
48,36
30,30
36,47
32,35
40,40
34,33
59,36
51,38
33,23
25,34
30,35
56,40
66,36
28,36
53,46
81,33
25,33
22,23
55,36
27,34
43,33
54,33
43,26
53,35
