y_true,y_pred
47,36
40,41
30,23
19,31
58,31
43,33
24,36
26,31
53,85
38,35
28,33
38,46
58,54
33,36
66,38
30,31
18,21
35,23
61,35
74,38
46,31
56,41
28,36
37,33
37,23
28,34
26,38
24,25
70,35
47,36
69,33
24,23
31,53
28,34
51,36
49,23
34,36
29,36
48,46
40,36
50,33
39,36
25,33
30,23
28,17
56,31
37,33
34,31
32,23
28,38
27,17
33,19
52,18
24,31
35,36
35,37
39,38
19,36
59,36
25,33
26,35
32,20
44,33
58,33
29,36
38,23
39,21
33,34
36,35
37,23
24,31
35,34
24,23
35,23
57,31
25,50
22,35
30,23
52,36
72,34
38,33
48,35
58,33
49,33
41,31
29,31
23,36
51,33
46,36
43,34
53,33
26,23
44,34
73,17
40,23
22,32
59,33
24,23
51,35
37,36
54,34
68,23
25,31
26,36
31,23
29,23
51,42
41,36
28,36
30,31
24,23
43,36
30,68
28,34
27,31
64,42
20,36
37,21
31,33
47,38
52,37
44,20
30,18
51,35
24,36
40,36
18,20
40,71
37,23
23,23
19,23
69,36
26,21
46,23
31,36
65,33
39,41
44,33
35,36
75,23
52,72
66,42
34,33
61,23
41,23
39,36
27,33
66,33
33,36
57,36
35,36
42,36
48,17
40,31
30,45
32,24
35,35
23,21
59,42
26,33
28,67
26,42
31,36
34,41
25,36
38,33
49,33
52,36
19,31
42,23
47,33
22,36
49,23
25,33
75,23
52,33
45,38
32,23
37,77
32,36
30,23
49,35
27,36
47,36
57,38
33,35
31,23
21,23
23,88
61,36
28,17
43,40
49,33
45,33
50,59
23,33
76,18
32,31
43,36
50,33
50,33
40,33
22,23
33,33
24,23
21,31
30,23
46,23
28,33
41,36
17,23
68,33
27,36
40,23
22,23
40,29
17,21
52,33
54,36
54,33
40,33
45,36
19,23
29,36
40,39
34,23
52,33
53,31
56,36
39,34
22,23
54,35
62,36
41,33
33,36
65,31
84,37
17,21
32,33
57,38
38,33
25,33
42,36
40,17
68,31
25,33
35,31
35,36
50,34
30,36
30,23
46,36
27,34
51,21
39,36
43,33
29,23
46,38
36,33
63,33
23,34
17,33
32,33
44,31
37,38
32,33
48,34
35,36
42,17
53,33
42,17
40,23
30,31
30,33
42,36
58,20
37,36
20,34
52,33
29,35
25,23
53,33
49,36
51,23
42,54
27,22
30,31
50,23
21,33
49,38
59,42
29,31
57,23
61,36
35,36
38,33
45,33
18,21
27,31
39,36
42,41
29,35
65,17
30,23
30,38
61,33
33,38
42,38
34,36
22,23
69,36
41,33
31,36
48,23
52,21
31,23
18,23
62,33
52,40
41,34
34,33
74,42
37,23
34,36
27,28
49,36
43,23
36,36
55,38
45,23
67,35
24,35
30,18
51,51
26,23
39,33
29,33
42,23
37,23
59,33
41,36
64,42
42,35
26,33
21,23
39,23
47,36
22,33
36,31
46,35
38,33
53,43
22,25
51,34
42,36
64,36
42,40
57,42
29,33
28,17
68,35
28,34
18,23
65,42
35,33
45,36
31,36
51,23
39,34
20,31
48,32
49,41
26,23
28,21
37,27
54,33
37,30
21,31
27,31
53,40
47,33
28,34
39,33
63,35
36,19
37,34
34,35
19,33
36,25
35,36
60,38
34,34
34,36
37,34
36,31
41,36
30,23
45,31
42,33
19,36
52,23
29,36
34,28
30,25
20,36
52,34
33,40
38,36
37,33
24,23
34,36
25,31
36,38
38,38
29,31
72,31
38,35
75,38
42,20
21,23
27,23
53,29
19,23
30,31
67,17
25,20
49,37
18,23
21,23
36,40
27,35
21,34
37,35
20,23
17,20
18,34
32,77
62,36
33,23
39,38
36,36
51,36
33,36
21,23
69,38
49,31
67,23
28,35
19,23
56,17
45,33
38,41
43,23
44,20
38,36
26,23
31,40
37,38
32,25
27,34
50,33
31,36
42,41
52,38
36,40
36,34
45,48
32,35
19,23
50,36
60,17
28,33
23,23
18,36
46,23
22,31
51,36
21,33
35,23
48,33
18,33
39,17
25,48
34,38
44,34
24,33
20,23
36,36
31,36
62,36
25,36
21,33
31,33
20,23
48,23
54,36
72,36
23,36
44,35
44,33
25,23
33,17
53,23
46,23
38,36
67,34
24,34
36,23
42,36
45,35
24,33
54,38
47,23
39,36
42,36
34,45
24,33
32,33
40,23
44,36
44,60
21,23
38,23
28,33
32,35
29,31
41,37
37,33
19,21
37,35
45,38
57,41
37,23
48,36
33,53
41,36
32,33
19,23
60,23
44,23
39,35
50,35
52,33
73,35
23,23
36,36
33,23
28,33
40,33
48,35
41,35
35,35
28,36
57,31
36,33
20,18
21,23
24,36
32,42
21,33
54,33
26,23
39,31
38,36
26,36
46,23
36,54
42,23
19,23
27,23
57,33
19,34
42,35
26,23
23,36
57,33
21,29
26,33
21,23
31,36
57,40
27,33
37,31
35,35
50,35
28,23
34,36
26,30
51,21
31,31
43,38
34,31
30,31
34,21
45,36
22,23
27,35
54,23
20,33
31,33
32,42
24,23
17,19
29,36
36,33
17,21
21,33
19,31
22,33
51,23
37,23
21,23
22,31
56,87
33,31
41,38
34,34
51,33
35,36
34,38
22,27
47,36
25,17
33,23
47,23
36,33
52,41
55,18
38,36
33,33
39,23
32,32
53,23
60,36
47,23
40,33
32,34
32,29
19,36
28,23
28,23
20,33
33,36
43,33
32,23
26,23
32,35
47,33
73,34
39,31
37,36
47,83
35,33
58,35
47,35
53,17
60,23
43,36
43,31
18,23
20,23
39,36
21,34
33,33
56,37
24,23
40,36
41,36
70,23
26,33
60,33
28,33
23,22
75,37
22,33
52,36
30,23
56,20
30,34
43,36
50,38
34,17
29,33
39,33
21,34
45,33
48,36
57,38
34,21
42,43
74,23
38,34
20,34
40,36
27,31
51,33
28,36
49,34
29,31
33,33
51,47
38,24
46,23
56,31
52,23
56,36
54,17
46,23
27,23
46,36
30,21
60,43
36,36
33,35
46,42
39,23
49,17
32,35
31,36
72,33
49,36
38,33
29,23
40,41
33,33
43,31
29,33
52,37
49,23
31,23
52,36
45,17
46,41
64,41
52,36
31,34
25,34
34,34
43,37
29,31
25,38
25,34
26,34
35,37
17,21
52,33
55,36
42,38
40,36
30,19
20,23
72,36
30,38
58,35
36,45
73,34
46,33
31,36
61,36
35,36
36,21
39,34
45,33
52,36
34,23
54,33
50,33
47,36
39,33
43,33
25,33
20,23
25,23
29,21
27,57
53,41
30,31
51,31
38,35
24,36
29,34
49,36
22,23
35,77
35,36
22,23
36,31
25,23
42,23
50,33
54,33
24,23
22,23
38,59
34,42
21,31
38,34
40,33
54,23
48,33
33,33
21,23
23,36
27,36
40,23
54,47
18,21
46,40
46,35
53,36
46,35
36,33
56,36
34,31
62,34
33,36
46,40
44,36
22,23
28,30
40,31
40,21
23,23
41,38
36,23
47,36
28,38
44,31
59,33
32,31
37,38
43,33
49,31
54,23
27,23
64,33
33,17
25,31
26,36
29,22
36,31
57,17
51,23
49,36
38,36
31,46
33,23
32,36
63,36
50,21
64,31
52,36
43,36
55,36
32,33
31,41
39,35
49,23
41,33
37,34
33,36
32,73
18,20
53,43
21,23
42,33
61,35
34,35
20,23
21,23
22,33
61,37
31,40
47,24
32,36
42,35
26,23
44,25
32,36
58,36
45,36
43,38
39,33
20,23
55,23
34,23
43,23
40,33
42,36
47,36
45,19
25,23
60,18
40,33
29,36
44,23
21,43
21,36
22,33
25,79
31,23
28,23
26,18
21,23
31,38
25,33
44,35
48,38
52,23
40,36
38,36
36,23
20,23
34,25
43,33
18,23
37,38
30,36
59,34
21,33
51,28
23,23
49,36
42,35
34,44
58,33
45,33
29,36
58,33
49,77
29,35
46,30
57,47
65,33
47,38
37,34
48,34
30,23
36,43
32,23
40,36
34,33
59,35
51,41
33,23
25,33
30,23
56,31
66,23
28,35
53,38
81,36
25,36
22,23
55,35
27,34
43,36
54,36
43,25
53,36
18,36
48,40
45,23
29,36
27,23
59,23
33,37
26,36
27,31
55,38
26,35
48,36
